BAG:hello1 add 1xÁo vải thô lydo: Lấy từ body đệ vào hành trang at 03/03/2023 12:06 AM
BAG:hello1 add 1xQuần vải thô lydo: Lấy từ body đệ vào hành trang at 03/03/2023 12:06 AM
BAG:hello1 add 1xGăng vải thô lydo: Lấy từ body đệ vào hành trang at 03/03/2023 12:06 AM
BAG:hello1 add 1xGiầy vải thô lydo: Lấy từ body đệ vào hành trang at 03/03/2023 12:06 AM
BAG:hello1 add 1xRada cấp 1 lydo: Lấy từ body đệ vào hành trang at 03/03/2023 12:06 AM
BAG:hello1 add 1xCải trang Đôrêmon lydo: Lấy từ body đệ vào hành trang at 03/03/2023 12:06 AM
BAG:hello1 add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 03/03/2023 12:06 AM
BAG:hello1 add 1xĐậu thần cấp 1 lydo: Clan cho đậu at 03/03/2023 12:07 AM
BAG:hello1 add 31xĐá Vĩnh Hằng (old: 30) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 31xĐá Hắc Hóa (old: 30) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 32xĐá Vĩnh Hằng (old: 31) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 32xĐá Hắc Hóa (old: 31) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 33xĐá Vĩnh Hằng (old: 32) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 33xĐá Hắc Hóa (old: 32) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 34xĐá Vĩnh Hằng (old: 33) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 34xĐá Hắc Hóa (old: 33) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 35xĐá Vĩnh Hằng (old: 34) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 35xĐá Hắc Hóa (old: 34) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 36xĐá Vĩnh Hằng (old: 35) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 36xĐá Hắc Hóa (old: 35) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 37xĐá Vĩnh Hằng (old: 36) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 37xĐá Hắc Hóa (old: 36) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 38xĐá Vĩnh Hằng (old: 37) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 38xĐá Hắc Hóa (old: 37) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 39xĐá Vĩnh Hằng (old: 38) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 39xĐá Hắc Hóa (old: 38) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 40xĐá Vĩnh Hằng (old: 39) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 40xĐá Hắc Hóa (old: 39) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 41xĐá Vĩnh Hằng (old: 40) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 41xĐá Hắc Hóa (old: 40) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 42xĐá Vĩnh Hằng (old: 41) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 42xĐá Hắc Hóa (old: 41) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 43xĐá Vĩnh Hằng (old: 42) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 43xĐá Hắc Hóa (old: 42) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 44xĐá Vĩnh Hằng (old: 43) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 44xĐá Hắc Hóa (old: 43) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 45xĐá Vĩnh Hằng (old: 44) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 45xĐá Hắc Hóa (old: 44) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 46xĐá Vĩnh Hằng (old: 45) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 46xĐá Hắc Hóa (old: 45) lydo: Mua santa at 03/03/2023 12:11 AM
BAG:hello1 add 1xRada cấp 12 lydo: Cường Hóa trang bị at 03/03/2023 12:12 AM
BAG:hello1 add 1xNhẫn Thần Linh lydo: Cường Hóa trang bị at 03/03/2023 12:12 AM
BAG:hello1 add 1xNhẫn Hủy Diệt lydo: Cường Hóa trang bị at 03/03/2023 12:12 AM
BAG:hello1 add 1xÁo lông đỏ lydo: Cường Hóa trang bị at 03/03/2023 12:13 AM
BAG:hello1 add 1xÁo lưỡng long lydo: Cường Hóa trang bị at 03/03/2023 12:13 AM
BAG:hello1 add 1xÁo Thần Xayda lydo: Cường Hóa trang bị at 03/03/2023 12:14 AM
BAG:hello1 add 1xÁo Hủy Diệt lydo: Cường Hóa trang bị at 03/03/2023 12:14 AM
BAG:hello1 add 1xGiày lông đỏ lydo: Cường Hóa trang bị at 03/03/2023 12:14 AM
BAG:hello1 add 3xĐá Vĩnh Hằng (old: 2) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 3xĐá Hắc Hóa (old: 2) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 4xĐá Vĩnh Hằng (old: 3) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 4xĐá Hắc Hóa (old: 3) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 5xĐá Vĩnh Hằng (old: 4) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 5xĐá Hắc Hóa (old: 4) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 03/03/2023 12:15 AM
BAG:hello1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 03/03/2023 12:16 AM
BAG:hello1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 03/03/2023 12:16 AM
BAG:hello1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 03/03/2023 12:16 AM
BAG:hello1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 03/03/2023 12:16 AM
BAG:hello1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 03/03/2023 12:16 AM
BAG:hello1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 03/03/2023 12:16 AM
BAG:hello1 add 12xĐá Vĩnh Hằng (old: 11) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 12xĐá Hắc Hóa (old: 11) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 13xĐá Vĩnh Hằng (old: 12) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 13xĐá Hắc Hóa (old: 12) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 14xĐá Vĩnh Hằng (old: 13) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 14xĐá Hắc Hóa (old: 13) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 15xĐá Vĩnh Hằng (old: 14) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 15xĐá Hắc Hóa (old: 14) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 16xĐá Vĩnh Hằng (old: 15) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 16xĐá Hắc Hóa (old: 15) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 17xĐá Vĩnh Hằng (old: 16) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 17xĐá Hắc Hóa (old: 16) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 18xĐá Vĩnh Hằng (old: 17) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 18xĐá Hắc Hóa (old: 17) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 19xĐá Vĩnh Hằng (old: 18) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 19xĐá Hắc Hóa (old: 18) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 20xĐá Vĩnh Hằng (old: 19) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 20xĐá Hắc Hóa (old: 19) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 21xĐá Vĩnh Hằng (old: 20) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 21xĐá Hắc Hóa (old: 20) lydo: Mua santa at 03/03/2023 12:17 AM
BAG:hello1 add 1xGiày lưỡng long lydo: Cường Hóa trang bị at 03/03/2023 12:17 AM
BAG:hello1 add 1xGiầy Thần Xayda lydo: Cường Hóa trang bị at 03/03/2023 12:17 AM
BAG:hello1 add 1xGiầy Hủy Diệt lydo: Cường Hóa trang bị at 03/03/2023 12:17 AM
BAG:hello1 add 1xÁo Hủy Diệt lydo: Lấy từ body vào hành trang at 03/03/2023 12:17 AM
BAG:hello1 add 1xÁo vải thô lydo: Lấy từ rương qua người at 03/03/2023 12:18 AM
BAG:hello1 add 1xGăng vải thô lydo: Lấy từ rương qua người at 03/03/2023 12:18 AM
BAG:hello1 add 1xQuần vải thô lydo: Lấy từ rương qua người at 03/03/2023 12:18 AM
BAG:hello1 add 1xRada cấp 1 lydo: Lấy từ rương qua người at 03/03/2023 12:18 AM
BAG:hello1 add 1xNâng cấp kỹ năng 2 đệ tử lydo: Mua từ cửa hàng at 03/03/2023 12:21 AM
BAG:hello1 add 99xCuồng nộ lydo: Giftcode at 03/03/2023 12:21 PM
BAG:hello1 add 4xĐá Vĩnh Hằng (old: 3) lydo: Mua santa at 03/03/2023 12:22 PM
BAG:hello1 add 4xĐá Hắc Hóa (old: 3) lydo: Mua santa at 03/03/2023 12:22 PM
BAG:hello1 add 5xĐá Vĩnh Hằng (old: 4) lydo: Mua santa at 03/03/2023 12:22 PM
BAG:hello1 add 5xĐá Hắc Hóa (old: 4) lydo: Mua santa at 03/03/2023 12:22 PM
BAG:hello1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 03/03/2023 12:25 PM
BAG:hello1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 03/03/2023 12:25 PM
BAG:hello1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 03/03/2023 12:25 PM
BAG:hello1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 03/03/2023 12:25 PM
BAG:hello1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 03/03/2023 12:25 PM
BAG:hello1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 03/03/2023 12:25 PM
BAG:hello1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 03/03/2023 12:25 PM
BAG:hello1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 03/03/2023 12:25 PM
BAG:hello1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 12xĐá Vĩnh Hằng (old: 11) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 12xĐá Hắc Hóa (old: 11) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 13xĐá Vĩnh Hằng (old: 12) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 13xĐá Hắc Hóa (old: 12) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 14xĐá Vĩnh Hằng (old: 13) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 14xĐá Hắc Hóa (old: 13) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 15xĐá Vĩnh Hằng (old: 14) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 15xĐá Hắc Hóa (old: 14) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 16xĐá Vĩnh Hằng (old: 15) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 16xĐá Hắc Hóa (old: 15) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 17xĐá Vĩnh Hằng (old: 16) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 17xĐá Hắc Hóa (old: 16) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 18xĐá Vĩnh Hằng (old: 17) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 18xĐá Hắc Hóa (old: 17) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 19xĐá Vĩnh Hằng (old: 18) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 19xĐá Hắc Hóa (old: 18) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 20xĐá Vĩnh Hằng (old: 19) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 20xĐá Hắc Hóa (old: 19) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 21xĐá Vĩnh Hằng (old: 20) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 21xĐá Hắc Hóa (old: 20) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 22xĐá Vĩnh Hằng (old: 21) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 22xĐá Hắc Hóa (old: 21) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 23xĐá Vĩnh Hằng (old: 22) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 23xĐá Hắc Hóa (old: 22) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 24xĐá Vĩnh Hằng (old: 23) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 24xĐá Hắc Hóa (old: 23) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 25xĐá Vĩnh Hằng (old: 24) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 25xĐá Hắc Hóa (old: 24) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 26xĐá Vĩnh Hằng (old: 25) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 26xĐá Hắc Hóa (old: 25) lydo: Mua santa at 03/03/2023 12:26 PM
BAG:hello1 add 27xĐá Vĩnh Hằng (old: 26) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 27xĐá Hắc Hóa (old: 26) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 28xĐá Vĩnh Hằng (old: 27) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 28xĐá Hắc Hóa (old: 27) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 29xĐá Vĩnh Hằng (old: 28) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 29xĐá Hắc Hóa (old: 28) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 30xĐá Vĩnh Hằng (old: 29) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 30xĐá Hắc Hóa (old: 29) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 31xĐá Vĩnh Hằng (old: 30) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 31xĐá Hắc Hóa (old: 30) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 32xĐá Vĩnh Hằng (old: 31) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 32xĐá Hắc Hóa (old: 31) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 33xĐá Vĩnh Hằng (old: 32) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 33xĐá Hắc Hóa (old: 32) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 34xĐá Vĩnh Hằng (old: 33) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 34xĐá Hắc Hóa (old: 33) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 35xĐá Vĩnh Hằng (old: 34) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 35xĐá Hắc Hóa (old: 34) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 36xĐá Vĩnh Hằng (old: 35) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 36xĐá Hắc Hóa (old: 35) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 37xĐá Vĩnh Hằng (old: 36) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 37xĐá Hắc Hóa (old: 36) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 38xĐá Vĩnh Hằng (old: 37) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 38xĐá Hắc Hóa (old: 37) lydo: Mua santa at 03/03/2023 12:27 PM
BAG:hello1 add 39xĐá Vĩnh Hằng (old: 38) lydo: Mua santa at 03/03/2023 12:28 PM
BAG:hello1 add 39xĐá Hắc Hóa (old: 38) lydo: Mua santa at 03/03/2023 12:28 PM
BAG:hello1 add 1xGăng lông đỏ lydo: Cường Hóa trang bị at 03/03/2023 12:28 PM
BAG:hello1 add 1xGăng lưỡng long lydo: Cường Hóa trang bị at 03/03/2023 12:28 PM
BAG:hello1 add 1xGăng Thần Xayda lydo: Cường Hóa trang bị at 03/03/2023 12:28 PM
BAG:hello1 add 1xGăng Hủy Diệt lydo: Cường Hóa trang bị at 03/03/2023 12:28 PM
BAG:hello1 add 1xQuần lông đỏ lydo: Cường Hóa trang bị at 03/03/2023 12:28 PM
BAG:hello1 add 1xQuần lưỡng long lydo: Cường Hóa trang bị at 03/03/2023 12:29 PM
BAG:hello1 add 14xĐá Vĩnh Hằng (old: 13) lydo: Mua santa at 03/03/2023 6:24 PM
BAG:hello1 add 14xĐá Hắc Hóa (old: 13) lydo: Mua santa at 03/03/2023 6:24 PM
BAG:hello1 add 15xĐá Vĩnh Hằng (old: 14) lydo: Mua santa at 03/03/2023 6:24 PM
BAG:hello1 add 15xĐá Hắc Hóa (old: 14) lydo: Mua santa at 03/03/2023 6:24 PM
BAG:hello1 add 16xĐá Vĩnh Hằng (old: 15) lydo: Mua santa at 03/03/2023 6:24 PM
BAG:hello1 add 16xĐá Hắc Hóa (old: 15) lydo: Mua santa at 03/03/2023 6:24 PM
BAG:hello1 add 17xĐá Vĩnh Hằng (old: 16) lydo: Mua santa at 03/03/2023 6:24 PM
BAG:hello1 add 17xĐá Hắc Hóa (old: 16) lydo: Mua santa at 03/03/2023 6:24 PM
